provider_number,location_number,application_type,county,facility_name,facility_number,line_address_1,line_address_2,city,zip_code,contact_name,contact_phone,licensed_date,capacity,from_age,to_age,hours,months,full_time,star_level,search_link
8000577938,1,LICENSED GROUP,13. DANE,MESSIAH PRESCHOOL,120216,5202 Cottage Grove Rd,NA,Madison,53716,"ROGERS, BOBBIE",608-222-3833,11/01/1996,18,"2 Year(s), 6 Month(s), 0 Week(s)","6 Year(s), 11 Month(s), 0 Week(s)",09:00 AM-03:00 PM,Sep-May,-,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000577938&LocationNumber=1
8000578018,1,LICENSED GROUP,64. WALWORTH,STEP AHEAD PRE-SCHOOL CENTER L L C,1008085,104 S Broad St,NA,Elkhorn,53121,"VAN LANEN, TRACY",262-723-3132,08/17/2004,47,"2 Year(s), 8 Month(s), 0 Week(s)","6 Year(s), 11 Month(s), 0 Week(s)",08:25 AM-03:30 PM,Sep-May,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000578018&LocationNumber=1
8000578198,1,LICENSED FAMILY,53. ROCK,MICHELLES FAMILY DAYCARE,1002693,8106 N Cemetery Rd,NA,Evansville,53536,"JANES, MICHELLE",608-882-4017,07/15/2000,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000578198&LocationNumber=1
8000578208,1,LICENSED FAMILY,37. MARATHON,KATHYS GIGGLES-N-WIGGLES CCC,1008164,414 N 3rd Ave,NA,Stratford,54484,"ENGLEBRETSON, KATHERINE",715-687-3344,10/21/2004,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-05:30 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000578208&LocationNumber=1
8000578268,1,LICENSED FAMILY,05. BROWN,KIDS COUNTRY FAMILY DAY CARE,430717,3590 Elm Tree Rd,NA,Green Bay,54313,"HAHN, DAWN",920-865-7278,06/01/1998,6,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-05:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000578268&LocationNumber=1
8000578298,2,LICENSED FAMILY,66. WASHINGTON,PEACE OF MIND,2002779,W199 N11283 Rosewood Ct,NA,Germantown,53022,"KARCZ, NIKKIE",414-852-8342,07/07/2016,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-05:30 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000578298&LocationNumber=2
8000578388,1,LICENSED GROUP,08. CALUMET,THE CHILDREN'S SCHOOL,1003190,415 E Hoover Ave,NA,Appleton,54952,"CLARK, STACIE",920-858-4438,10/16/2000,12,"2 Year(s), 0 Month(s), 0 Week(s)","6 Year(s), 11 Month(s), 0 Week(s)",-11:30 AM,Sep-May,-,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000578388&LocationNumber=1
8000578398,1,LICENSED FAMILY,13. DANE,LEARN N PLAY FAMILY CHILD CARE,131989,5625 Cheryl Dr,NA,Fitchburg,53711,"TORRES, CHRIS",608-692-1310,05/04/1998,8,"0 Year(s), 0 Month(s), 6 Week(s)","9 Year(s), 11 Month(s), 0 Week(s)",07:30 AM-05:00 PM,Jan-Dec,Y,4 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000578398&LocationNumber=1
8000578428,1,LICENSED FAMILY,47. PIERCE,CHATTER BOX FAMILY DAY CARE,530201,W11812 840th Ave,NA,River Falls,54022,"SCHWEIZER, MARTHA",715-377-6514,04/01/1998,8,"0 Year(s), 0 Month(s), 6 Week(s)","13 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-04:30 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000578428&LocationNumber=1
8000578448,1,LICENSED GROUP,07. BURNETT,ST CROIX TRIBAL HEAD START,1003201,3792 State Rd 70,NA,Hertel,54893,"MORITZ, TERRI",715-349-2195,10/06/2000,36,"3 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",07:30 AM-04:30 PM,Sep-May,-,5 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000578448&LocationNumber=1
8000578508,2,LICENSED FAMILY,67. WAUKESHA,K-K FAMILY DAY CARE,1011984,15065 W Kingsway Dr,NA,New Berlin,53151,"MORICI, LISA",414-322-5975,11/26/2007,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-05:30 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000578508&LocationNumber=2
8000578598,1,LICENSED GROUP,61. TREMPEALEAU,CREATIVE BEGINNINGS EARLY LRNG CTR,520126,109 Elm St,NA,Strum,54770,"WHITWAM, KERI",715-695-3954,02/01/1998,36,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000578598&LocationNumber=1
8000578628,1,LICENSED FAMILY,31. KEWAUNEE,CARE-A-LOT CHILD CARE CENTER,430188,506 Marcks Ln,NA,Luxemburg,54217,"DEQUAINE, KATHLEEN",920-845-5438,07/01/1996,8,"2 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-04:30 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000578628&LocationNumber=1
8000578698,1,LICENSED GROUP,08. CALUMET,WEE LOVE LEARNING CENTER,1007931,1011 E Midway Rd,NA,Appleton,54915,"KRULL, KARA",920-749-9744,09/01/2004,16,"3 Year(s), 0 Month(s), 0 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",08:30 AM-12:00 PM,Sep-May,-,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000578698&LocationNumber=1
8000578738,1,LICENSED FAMILY,13. DANE,DIANAS DAY CARE LLC,1005204,7474 Privett Rd,NA,Sauk City,53583-9504,"SETZKE, DIANA",608-643-7064,04/01/2002,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-05:30 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000578738&LocationNumber=1
8000578768,1,LICENSED FAMILY,23. GREEN,JULIE'S CHILD CARE CENTER,131472,301 Second St,NA,New Glarus,53574,"WAELCHLI LEGROS, JULIE",608-527-5257,05/01/1996,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:30 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000578768&LocationNumber=1
8000578878,2,LICENSED FAMILY,40. MILWAUKEE,HOLISTIC CHILD DEVELOPMENT CENTER,1009579,8608 W Hemlock St,NA,Milwaukee,53224,"EASLEY, EDWARD JR",414-788-1727,10/21/2013,8,"0 Year(s), 0 Month(s), 2 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-09:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000578878&LocationNumber=2
8000578988,1,LICENSED FAMILY,37. MARATHON,LITTLE FEET DAY CARE,1008649,1526 N 2nd Ave,NA,Wausau,54401,"FOOTE, DAWN",715-675-0049,11/26/2004,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000578988&LocationNumber=1
8000579218,3,LICENSED GROUP,40. MILWAUKEE,BRIGHT BEGINNINGS CHILDREN CENTER,1016041,4248 N 76th St,NA,Milwaukee,53222,"COOPER, CHANDRA Y",414-464-8443,05/04/2011,81,"0 Year(s), 0 Month(s), 2 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",-11:59 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000579218&LocationNumber=3
8000579358,3,LICENSED GROUP,40. MILWAUKEE,WONDERFUL CREATIONS LRNG CENTER LLC,1013888,4351 N 35th St,NA,Milwaukee,53216,"RAGSDALE, NATASHA",414-204-8400,10/19/2009,36,"0 Year(s), 0 Month(s), 4 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-11:59 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000579358&LocationNumber=3
8000579558,1,LICENSED FAMILY,13. DANE,LISAS LITTLE ONES,1012451,230 S Burr Oak St,NA,Oregon,53575,"CHRIST, LISA",608-445-5194,03/23/2005,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:15 AM-05:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000579558&LocationNumber=1
8000579598,1,LICENSED FAMILY,55. ST. CROIX,JANE'S DAY CARE,597069,612 Clarke St,NA,Glenwood City,54013,"BERENDS, JANE",715-565-4708,04/18/2005,8,"0 Year(s), 0 Month(s), 6 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-05:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000579598&LocationNumber=1
8000579718,1,LICENSED GROUP,13. DANE,KIDS' SAFARI LEARNING CENTER,1009260,207 Commerce Pkwy,NA,Cottage Grove,53527,"DOCKERTY, LEIGHANNE",608-839-9095,06/07/2005,276,"0 Year(s), 0 Month(s), 6 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000579718&LocationNumber=1
8000579758,1,LICENSED GROUP,66. WASHINGTON,GERMANTOWN LEARNING CENTER C C,1009300,W205 N11855 Deppert Rd,NA,Germantown,53022,"SZCZEPANSKI, JILL",262-628-1250,06/01/2005,62,"0 Year(s), 0 Month(s), 4 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000579758&LocationNumber=1
8000579868,1,LICENSED FAMILY,50. PRICE,KIDS-R-US DAYCARE,1010807,N5234 Elm Dr,NA,Kennan,54537,"OTTO, JESSICA",715-474-3392,06/10/2005,8,"0 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:00 AM-05:00 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000579868&LocationNumber=1
8000579938,3,LICENSED FAMILY,44. OUTAGAMIE,ANGEL KEEPERS ACADEMY LLC,2001633,613 N Richmond St,NA,Appleton,54911,"MCGRAW, RENADA",920-460-2202,02/10/2014,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-11:00 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000579938&LocationNumber=3
8000580148,2,LICENSED GROUP,17. DUNN,BOUNCIN' BABIES AND KOOL KIDS,1012251,NA,3020 Schneider Ave Se,Menomonie,54751,"HALVERSON, KARLA",715-235-9720,09/18/2007,110,"0 Year(s), 0 Month(s), 1 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000580148&LocationNumber=2
8000580338,1,LICENSED GROUP,44. OUTAGAMIE,THEDACARE CHILD LEARNING CENTER,1009843,1818 N Meade St,NA,Appleton,54911,"KOMP, DEBORAH",920-832-0800,10/01/2005,76,"0 Year(s), 0 Month(s), 2 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",05:00 AM-06:30 PM,Jan-Dec,Y,5 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000580338&LocationNumber=1
8000580428,1,LICENSED FAMILY,20. FOND DU LAC,BRIGHT BEGINNINGS,1009638,N7850 S Douglas,NA,Ripon,54971,"BROWN, CATHY",920-748-6379,11/21/2005,8,"0 Year(s), 0 Month(s), 6 Week(s)","13 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-05:30 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000580428&LocationNumber=1
8000580448,2,LICENSED GROUP,40. MILWAUKEE,JOHNSON PRESCHOOL AND LRNG CTR LLC,1012034,NA,3444 N Port Washington Ave,Milwaukee,53212,"JOHNSON, TAMECKA",414-562-5439,08/01/2007,25,"0 Year(s), 0 Month(s), 2 Week(s)","14 Year(s), 11 Month(s), 0 Week(s)",-11:59 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000580448&LocationNumber=2
8000580448,3,LICENSED GROUP,40. MILWAUKEE,JOHNSON PRESCHOOL AND LRNG CTR LLC,2001386,6005 N Teutonia Ave,NA,Milwaukee,53212,"JOHNSON, TAMECKA N",414-562-5439,09/25/2013,20,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-11:59 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000580448&LocationNumber=3
8000580488,1,LICENSED GROUP,40. MILWAUKEE,NEW LIFE CHRISTIAN DAY CARE,1009961,11919 W Bradley,NA,Milwaukee,53051,"IRWIN, EMMA",414-355-3511,12/14/2005,35,"0 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000580488&LocationNumber=1
8000580638,2,LICENSED FAMILY,40. MILWAUKEE,HUGS AND KISSES DAY CARE LLC,1010834,1630 S 59th St,NA,West Allis,53214,"GRAMZA, LORI",414-852-0666,07/24/2006,8,"0 Year(s), 0 Month(s), 6 Week(s)","6 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-05:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000580638&LocationNumber=2
8000580798,1,LICENSED GROUP,40. MILWAUKEE,HOUSE OF ANGELS CC LEARN CTR LLC,1010237,5250 N 35th St,NA,Milwaukee,53209,"CHERRY-AUSTIN, ANGELA",414-462-9499,03/27/2006,44,"0 Year(s), 0 Month(s), 4 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-11:59 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000580798&LocationNumber=1
8000581018,1,LICENSED GROUP,53. ROCK,JNVL MONTESSORI CHILDRENS HOUSE LLC,1010458,1219 S Oakhill Ave,NA,Janesville,53546,"HEARN, TONIA",608-754-9196,05/04/2006,70,"0 Year(s), 0 Month(s), 4 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:00 AM-06:30 PM,Jan-Dec,Y,5 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000581018&LocationNumber=1
8000581578,1,LICENSED FAMILY,56. SAUK,LITTLE HANDS LLC,1011034,S10221 Cty Hwy C,NA,Sauk City,53583,"SPRECHER, TRACEY",608-544-3227,10/09/2006,8,"0 Year(s), 0 Month(s), 6 Week(s)","8 Year(s), 11 Month(s), 0 Week(s)",06:45 AM-05:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000581578&LocationNumber=1
8000581678,1,LICENSED GROUP,32. LA CROSSE,CHILDREN OF THE LORD DAYCARE,1011149,2015 Ward Ave,NA,La Crosse,54601,"HANSON, SHANNA M",608-785-1013,10/16/2006,50,"0 Year(s), 0 Month(s), 6 Week(s)","9 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000581678&LocationNumber=1
8000581688,1,LICENSED FAMILY,24. GREEN LAKE,LISA'S COUNTRYSIDE CHILD CARE LLC,1010820,W3499 Yunker Rd,NA,Cambria,53923,"JENKINS, LISA",920-394-9944,10/12/2006,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000581688&LocationNumber=1
8000581908,2,LICENSED FAMILY,70. WINNEBAGO,TRACY'S TOTS,2002888,355 W 9th Ave,NA,Oshkosh,54902,"STOBB, TRACY",920-573-3414,08/22/2016,8,"0 Year(s), 0 Month(s), 6 Week(s)","9 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-05:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000581908&LocationNumber=2
8000582108,2,LICENSED FAMILY,40. MILWAUKEE,ANGZ KIDZ CHILD CARE CENTER,1015201,1977 S 33rd St,NA,Milwaukee,53215,"KONDELL, ANGIE",414-384-1399,04/20/2010,8,"0 Year(s), 0 Month(s), 2 Week(s)","13 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-09:00 PM,Jan-Dec,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000582108&LocationNumber=2
8000582418,1,LICENSED FAMILY,40. MILWAUKEE,DORAS ANGELS,1012971,2027 S 14th St,NA,Milwaukee,53204,"GONZALEZ, DORA E",414-649-9158,04/10/2007,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000582418&LocationNumber=1
8000582568,1,LICENSED GROUP,40. MILWAUKEE,GARDEN HOMES LUTHERAN SCHOOL,1011986,2450 W Roosevelt Dr,NA,Milwaukee,53223,"GERLACH, KIMBERLY",414-444-9050,08/28/2007,44,"3 Year(s), 0 Month(s), 0 Week(s)","6 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-05:00 PM,Aug-May,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000582568&LocationNumber=1
8000582598,1,LICENSED GROUP,67. WAUKESHA,INPRO UNIVERSITY,1012026,NA,W186 S8055 Racine Ave,Muskego,53150,"ERICKSEN, ALISON",262-971-2720,06/14/2007,50,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000582598&LocationNumber=1
8000582658,1,LICENSED GROUP,44. OUTAGAMIE,APPLE TREE CONNECTIONS LLC,1012086,5020 N Providence Ave,NA,Appleton,54913,"TILLMAN, TINA",920-560-5437,08/27/2007,140,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000582658&LocationNumber=1
8000582668,2,LICENSED GROUP,40. MILWAUKEE,ONLY GOD CAN CHILDREN'S ACADEMY INC,1012708,7626 W Florist Ave,NA,Milwaukee,53223,"SMITH, FELECIA",414-527-1111,03/06/2008,75,"0 Year(s), 0 Month(s), 1 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-09:30 PM,Jan-Dec,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000582668&LocationNumber=2
8000582728,1,LICENSED GROUP,53. ROCK,KIDZWORKS PRESCHOOL AND DAYCARE,1012181,2460 Milwaukee Rd,NA,Beloit,53511,"MOLINE, DAWN",608-728-2391,08/22/2007,50,"0 Year(s), 0 Month(s), 6 Week(s)","7 Year(s), 11 Month(s), 0 Week(s)",07:30 AM-05:30 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000582728&LocationNumber=1
8000582888,1,LICENSED FAMILY,40. MILWAUKEE,OUR HOUSE YOUR HOME CHILD CARE CTR,1012344,2943 N 11th Ln,NA,Milwaukee,53216,"PAIGE, JOSETTE",414-837-3142,04/21/2008,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-11:59 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000582888&LocationNumber=1
8000582968,4,LICENSED FAMILY,40. MILWAUKEE,LIL STARS ACADEMY LEARNING CENTER AND PRESCHOOL,1015819,3046 N 58th St,NA,Milwaukee,53210,"BROWLEY-WRIGHT, LETICIA",414-374-9333,02/26/2014,8,"0 Year(s), 0 Month(s), 4 Week(s)","13 Year(s), 0 Month(s), 0 Week(s)",06:00 AM-11:59 PM,Jan-Dec,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000582968&LocationNumber=4
8000583118,1,LICENSED FAMILY,28. JEFFERSON,FORT KIDZ DAYCARE LLC,1012531,N2248 County Road D,NA,Fort Atkinson,53538,"HANSEN, CHRISTINE",262-470-2516,11/15/2007,8,"0 Year(s), 0 Month(s), 6 Week(s)","9 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-05:00 PM,Jan-Dec,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000583118&LocationNumber=1
8000583198,1,LICENSED FAMILY,52. RICHLAND,LITTLE LEAP DAYCARE,1013279,NA,29387 Pine Prairie Ln,Lone Rock,53556,"NABBEFELD, JENNA L",608-583-2493,10/31/2007,8,"0 Year(s), 0 Month(s), 2 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-05:00 PM,Jan-Dec,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000583198&LocationNumber=1
8000583238,1,LICENSED FAMILY,40. MILWAUKEE,MOMMIES CHILD CARE,1013097,1300 S 35th St,NA,Milwaukee,53215-1436,"RENTERIA, SANJUANA T",414-384-7133,11/15/2007,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-10:00 PM,Jan-Dec,Y,5 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000583238&LocationNumber=1
8000583668,1,LICENSED FAMILY,52. RICHLAND,JUNES FAMILY DAYCARE,1013136,28850 Cty Hwy Ba,NA,Richland Center,53581,"NEE, JUNE A",608-647-3045,06/11/2008,8,"0 Year(s), 0 Month(s), 8 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-05:30 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000583668&LocationNumber=1
8000583898,1,LICENSED GROUP,60. TAYLOR,LITTLE LAMB ACADEMY OF MEDFORD,1013415,420 Lincoln St,NA,Medford,54451,"LAWSON, MARY ELLEN",715-748-2891,08/27/2008,40,"0 Year(s), 0 Month(s), 2 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:00 AM-06:30 PM,Jan-Dec,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000583898&LocationNumber=1
8000583958,1,LICENSED FAMILY,09. CHIPPEWA,KRISTY'S KID CARE,1013492,1009 Priddy St,NA,Bloomer,54724,"WALDBUESSER, KRISTY",715-568-5653,09/01/2008,8,"0 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-06:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000583958&LocationNumber=1
8000583968,1,LICENSED GROUP,37. MARATHON,STORY BOOK KIDS,1013512,658 Maple Ridge Rd,NA,Mosinee,54455,"PRICHARD, AUDREY",715-693-5580,08/18/2008,94,"0 Year(s), 0 Month(s), 4 Week(s)","13 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-06:00 PM,Jan-Dec,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000583968&LocationNumber=1
8000584088,1,LICENSED GROUP,66. WASHINGTON,SILVER MAPLE DAYCARE,1013647,5190 S 18th Ave,NA,West Bend,53095,"LEHN, KERI",262-674-1184,09/04/2008,50,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-06:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000584088&LocationNumber=1
8000584208,1,LICENSED FAMILY,40. MILWAUKEE,GRANNY'S PLAYHOUSE,1013802,2913 N 39th St,NA,Milwaukee,53210,"PERRY, ELOISE",414-447-6387,02/03/2009,8,"0 Year(s), 0 Month(s), 4 Week(s)","13 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-11:59 PM,Jan-Dec,Y,2 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000584208&LocationNumber=1
8000584298,1,LICENSED FAMILY,24. GREEN LAKE,GRANDMA SANDY'S LEARNING DEN,1013843,631 S Fulton St,NA,Princeton,54968,"MILLER, SANDRA",920-295-0668,11/06/2008,8,"0 Year(s), 0 Month(s), 6 Week(s)","13 Year(s), 11 Month(s), 0 Week(s)",05:00 AM-05:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000584298&LocationNumber=1
8000584498,1,LICENSED FAMILY,04. BAYFIELD,MILK AND HONEY DAY CARE LLC,1014046,1401 Fur Farm Rd,NA,Washburn,54891,"GRABINER, MEIRA",715-373-0625,02/02/2009,8,"0 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:30 PM,Jan-Dec,Y,3 Stars,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000584498&LocationNumber=1
8000584658,1,LICENSED GROUP,51. RACINE,DISCOVERY DAYS CHILDCARE II INC,1014259,8035 S Racine Ave,NA,Wind Lake,53202,"MARTIN, JOSIE",262-895-6299,06/02/2009,66,"0 Year(s), 0 Month(s), 6 Week(s)","13 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,Unknown,https://childcarefinder.wisconsin.gov/ProviderDetails?ProviderNumber=8000584658&LocationNumber=1
