Row ID,Geography ID,Name,Variable Code,Variable,Value,Variable Unit,Date,Location
19133_2003_CAINC1-3_annual,19133,Monona,CAINC1-3,Per capita personal income,26508,Dollars,12/31/2003,POINT (-95.956566 42.049432)
19133_2004_CAINC1-3_annual,19133,Monona,CAINC1-3,Per capita personal income,28982,Dollars,12/31/2004,POINT (-95.956566 42.049432)
19133_2005_CAINC1-3_annual,19133,Monona,CAINC1-3,Per capita personal income,27910,Dollars,12/31/2005,POINT (-95.956566 42.049432)
19133_2006_CAINC1-3_annual,19133,Monona,CAINC1-3,Per capita personal income,27068,Dollars,12/31/2006,POINT (-95.956566 42.049432)
19133_2007_CAINC1-3_annual,19133,Monona,CAINC1-3,Per capita personal income,31091,Dollars,12/31/2007,POINT (-95.956566 42.049432)
19133_2008_CAINC1-3_annual,19133,Monona,CAINC1-3,Per capita personal income,36154,Dollars,12/31/2008,POINT (-95.956566 42.049432)
19133_2009_CAINC1-3_annual,19133,Monona,CAINC1-3,Per capita personal income,37746,Dollars,12/31/2009,POINT (-95.956566 42.049432)
19133_2010_CAINC1-3_annual,19133,Monona,CAINC1-3,Per capita personal income,36539,Dollars,12/31/2010,POINT (-95.956566 42.049432)
19133_2011_CAINC1-3_annual,19133,Monona,CAINC1-3,Per capita personal income,39982,Dollars,12/31/2011,POINT (-95.956566 42.049432)
19133_2012_CAINC1-3_annual,19133,Monona,CAINC1-3,Per capita personal income,39287,Dollars,12/31/2012,POINT (-95.956566 42.049432)
19133_2013_CAINC1-3_annual,19133,Monona,CAINC1-3,Per capita personal income,40274,Dollars,12/31/2013,POINT (-95.956566 42.049432)
19133_2014_CAINC1-3_annual,19133,Monona,CAINC1-3,Per capita personal income,38900,Dollars,12/31/2014,POINT (-95.956566 42.049432)
19133_2015_CAINC1-3_annual,19133,Monona,CAINC1-3,Per capita personal income,43808,Dollars,12/31/2015,POINT (-95.956566 42.049432)
19133_2016_CAINC1-3_annual,19133,Monona,CAINC1-3,Per capita personal income,42741,Dollars,12/31/2016,POINT (-95.956566 42.049432)
19133_2017_CAINC1-3_annual,19133,Monona,CAINC1-3,Per capita personal income,41411,Dollars,12/31/2017,POINT (-95.956566 42.049432)
19133_2018_CAINC1-3_annual,19133,Monona,CAINC1-3,Per capita personal income,43693,Dollars,12/31/2018,POINT (-95.956566 42.049432)
19133_2019_CAINC1-3_annual,19133,Monona,CAINC1-3,Per capita personal income,45561,Dollars,12/31/2019,POINT (-95.956566 42.049432)
19133_2020_CAINC1-3_annual,19133,Monona,CAINC1-3,Per capita personal income,47254,Dollars,12/31/2020,POINT (-95.956566 42.049432)
19133_2021_CAINC1-3_annual,19133,Monona,CAINC1-3,Per capita personal income,57226,Dollars,12/31/2021,POINT (-95.956566 42.049432)
19133_2022_CAINC1-3_annual,19133,Monona,CAINC1-3,Per capita personal income,60488,Dollars,12/31/2022,POINT (-95.956566 42.049432)
19135_1997_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,21594,Dollars,12/31/1997,POINT (-92.869642 41.028847)
19135_1998_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,22002,Dollars,12/31/1998,POINT (-92.869642 41.028847)
19135_1999_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,22369,Dollars,12/31/1999,POINT (-92.869642 41.028847)
19135_2000_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,24740,Dollars,12/31/2000,POINT (-92.869642 41.028847)
19135_2001_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,24224,Dollars,12/31/2001,POINT (-92.869642 41.028847)
19135_2002_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,24808,Dollars,12/31/2002,POINT (-92.869642 41.028847)
19135_2003_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,25440,Dollars,12/31/2003,POINT (-92.869642 41.028847)
19135_2004_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,27362,Dollars,12/31/2004,POINT (-92.869642 41.028847)
19135_2005_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,27408,Dollars,12/31/2005,POINT (-92.869642 41.028847)
19135_2006_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,28152,Dollars,12/31/2006,POINT (-92.869642 41.028847)
19135_2007_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,29815,Dollars,12/31/2007,POINT (-92.869642 41.028847)
19135_2008_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,31771,Dollars,12/31/2008,POINT (-92.869642 41.028847)
19135_2009_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,32635,Dollars,12/31/2009,POINT (-92.869642 41.028847)
19135_2010_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,32583,Dollars,12/31/2010,POINT (-92.869642 41.028847)
19135_2011_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,34685,Dollars,12/31/2011,POINT (-92.869642 41.028847)
19135_2012_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,34764,Dollars,12/31/2012,POINT (-92.869642 41.028847)
19135_2013_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,36111,Dollars,12/31/2013,POINT (-92.869642 41.028847)
19135_2014_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,37030,Dollars,12/31/2014,POINT (-92.869642 41.028847)
19135_2015_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,37720,Dollars,12/31/2015,POINT (-92.869642 41.028847)
19135_2016_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,39519,Dollars,12/31/2016,POINT (-92.869642 41.028847)
19135_2017_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,41027,Dollars,12/31/2017,POINT (-92.869642 41.028847)
19135_2018_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,43932,Dollars,12/31/2018,POINT (-92.869642 41.028847)
19135_2019_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,45759,Dollars,12/31/2019,POINT (-92.869642 41.028847)
19135_2020_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,49359,Dollars,12/31/2020,POINT (-92.869642 41.028847)
19135_2021_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,53781,Dollars,12/31/2021,POINT (-92.869642 41.028847)
19135_2022_CAINC1-3_annual,19135,Monroe,CAINC1-3,Per capita personal income,54947,Dollars,12/31/2022,POINT (-92.869642 41.028847)
19137_1997_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,23223,Dollars,12/31/1997,POINT (-95.15779 41.021735)
19137_1998_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,23878,Dollars,12/31/1998,POINT (-95.15779 41.021735)
19137_1999_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,23820,Dollars,12/31/1999,POINT (-95.15779 41.021735)
19137_2000_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,26496,Dollars,12/31/2000,POINT (-95.15779 41.021735)
19137_2001_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,26814,Dollars,12/31/2001,POINT (-95.15779 41.021735)
19137_2002_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,27048,Dollars,12/31/2002,POINT (-95.15779 41.021735)
19137_2003_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,26648,Dollars,12/31/2003,POINT (-95.15779 41.021735)
19137_2004_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,29895,Dollars,12/31/2004,POINT (-95.15779 41.021735)
19137_2005_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,29356,Dollars,12/31/2005,POINT (-95.15779 41.021735)
19137_2006_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,30631,Dollars,12/31/2006,POINT (-95.15779 41.021735)
19137_2007_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,32421,Dollars,12/31/2007,POINT (-95.15779 41.021735)
19137_2008_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,34868,Dollars,12/31/2008,POINT (-95.15779 41.021735)
19137_2009_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,33968,Dollars,12/31/2009,POINT (-95.15779 41.021735)
19137_2010_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,33879,Dollars,12/31/2010,POINT (-95.15779 41.021735)
19137_2011_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,35736,Dollars,12/31/2011,POINT (-95.15779 41.021735)
19137_2012_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,37278,Dollars,12/31/2012,POINT (-95.15779 41.021735)
19137_2013_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,37523,Dollars,12/31/2013,POINT (-95.15779 41.021735)
19137_2014_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,36315,Dollars,12/31/2014,POINT (-95.15779 41.021735)
19137_2015_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,38304,Dollars,12/31/2015,POINT (-95.15779 41.021735)
19137_2016_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,37185,Dollars,12/31/2016,POINT (-95.15779 41.021735)
19137_2017_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,37371,Dollars,12/31/2017,POINT (-95.15779 41.021735)
19137_2018_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,39878,Dollars,12/31/2018,POINT (-95.15779 41.021735)
19137_2019_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,41088,Dollars,12/31/2019,POINT (-95.15779 41.021735)
19137_2020_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,43668,Dollars,12/31/2020,POINT (-95.15779 41.021735)
19137_2021_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,48838,Dollars,12/31/2021,POINT (-95.15779 41.021735)
19137_2022_CAINC1-3_annual,19137,Montgomery,CAINC1-3,Per capita personal income,50343,Dollars,12/31/2022,POINT (-95.15779 41.021735)
19139_1997_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,23904,Dollars,12/31/1997,POINT (-91.118699 41.483776)
19139_1998_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,25282,Dollars,12/31/1998,POINT (-91.118699 41.483776)
19139_1999_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,25263,Dollars,12/31/1999,POINT (-91.118699 41.483776)
19139_2000_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,26683,Dollars,12/31/2000,POINT (-91.118699 41.483776)
19139_2001_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,27881,Dollars,12/31/2001,POINT (-91.118699 41.483776)
19139_2002_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,28941,Dollars,12/31/2002,POINT (-91.118699 41.483776)
19139_2003_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,29428,Dollars,12/31/2003,POINT (-91.118699 41.483776)
19139_2004_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,32142,Dollars,12/31/2004,POINT (-91.118699 41.483776)
19139_2005_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,32493,Dollars,12/31/2005,POINT (-91.118699 41.483776)
19139_2006_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,34694,Dollars,12/31/2006,POINT (-91.118699 41.483776)
19139_2007_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,36594,Dollars,12/31/2007,POINT (-91.118699 41.483776)
19139_2008_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,37478,Dollars,12/31/2008,POINT (-91.118699 41.483776)
19139_2009_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,35364,Dollars,12/31/2009,POINT (-91.118699 41.483776)
19139_2010_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,36016,Dollars,12/31/2010,POINT (-91.118699 41.483776)
19139_2011_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,38286,Dollars,12/31/2011,POINT (-91.118699 41.483776)
19139_2012_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,39940,Dollars,12/31/2012,POINT (-91.118699 41.483776)
19139_2013_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,39962,Dollars,12/31/2013,POINT (-91.118699 41.483776)
19139_2014_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,41990,Dollars,12/31/2014,POINT (-91.118699 41.483776)
19139_2015_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,42991,Dollars,12/31/2015,POINT (-91.118699 41.483776)
19139_2016_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,43462,Dollars,12/31/2016,POINT (-91.118699 41.483776)
19139_2017_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,44429,Dollars,12/31/2017,POINT (-91.118699 41.483776)
19139_2018_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,45676,Dollars,12/31/2018,POINT (-91.118699 41.483776)
19139_2019_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,47388,Dollars,12/31/2019,POINT (-91.118699 41.483776)
19139_2020_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,50498,Dollars,12/31/2020,POINT (-91.118699 41.483776)
19139_2021_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,53470,Dollars,12/31/2021,POINT (-91.118699 41.483776)
19139_2022_CAINC1-3_annual,19139,Muscatine,CAINC1-3,Per capita personal income,54297,Dollars,12/31/2022,POINT (-91.118699 41.483776)
19141_1997_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,23815,Dollars,12/31/1997,POINT (-95.625624 43.083746)
19141_1998_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,24203,Dollars,12/31/1998,POINT (-95.625624 43.083746)
19141_1999_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,24323,Dollars,12/31/1999,POINT (-95.625624 43.083746)
19141_2000_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,26032,Dollars,12/31/2000,POINT (-95.625624 43.083746)
19141_2001_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,26580,Dollars,12/31/2001,POINT (-95.625624 43.083746)
19141_2002_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,26433,Dollars,12/31/2002,POINT (-95.625624 43.083746)
19141_2003_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,27903,Dollars,12/31/2003,POINT (-95.625624 43.083746)
19141_2004_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,31413,Dollars,12/31/2004,POINT (-95.625624 43.083746)
19141_2005_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,32427,Dollars,12/31/2005,POINT (-95.625624 43.083746)
19141_2006_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,33182,Dollars,12/31/2006,POINT (-95.625624 43.083746)
19141_2007_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,35317,Dollars,12/31/2007,POINT (-95.625624 43.083746)
19141_2008_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,39944,Dollars,12/31/2008,POINT (-95.625624 43.083746)
19141_2009_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,37148,Dollars,12/31/2009,POINT (-95.625624 43.083746)
19141_2010_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,40335,Dollars,12/31/2010,POINT (-95.625624 43.083746)
19141_2011_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,46669,Dollars,12/31/2011,POINT (-95.625624 43.083746)
19141_2012_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,48820,Dollars,12/31/2012,POINT (-95.625624 43.083746)
19141_2013_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,49446,Dollars,12/31/2013,POINT (-95.625624 43.083746)
19141_2014_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,49835,Dollars,12/31/2014,POINT (-95.625624 43.083746)
19141_2015_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,51156,Dollars,12/31/2015,POINT (-95.625624 43.083746)
19141_2016_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,49579,Dollars,12/31/2016,POINT (-95.625624 43.083746)
19141_2017_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,49997,Dollars,12/31/2017,POINT (-95.625624 43.083746)
19141_2018_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,52237,Dollars,12/31/2018,POINT (-95.625624 43.083746)
19141_2019_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,51322,Dollars,12/31/2019,POINT (-95.625624 43.083746)
19141_2020_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,54017,Dollars,12/31/2020,POINT (-95.625624 43.083746)
19141_2021_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,60762,Dollars,12/31/2021,POINT (-95.625624 43.083746)
19141_2022_CAINC1-3_annual,19141,O'Brien,CAINC1-3,Per capita personal income,64968,Dollars,12/31/2022,POINT (-95.625624 43.083746)
19143_1997_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,23197,Dollars,12/31/1997,POINT (-95.633788 43.378542)
19143_1998_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,22382,Dollars,12/31/1998,POINT (-95.633788 43.378542)
19143_1999_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,22950,Dollars,12/31/1999,POINT (-95.633788 43.378542)
19143_2000_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,25434,Dollars,12/31/2000,POINT (-95.633788 43.378542)
19143_2001_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,25669,Dollars,12/31/2001,POINT (-95.633788 43.378542)
19143_2002_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,24676,Dollars,12/31/2002,POINT (-95.633788 43.378542)
19143_2003_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,25952,Dollars,12/31/2003,POINT (-95.633788 43.378542)
19143_2004_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,31622,Dollars,12/31/2004,POINT (-95.633788 43.378542)
19143_2005_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,32694,Dollars,12/31/2005,POINT (-95.633788 43.378542)
19143_2006_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,45119,Dollars,12/31/2006,POINT (-95.633788 43.378542)
19143_2007_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,49291,Dollars,12/31/2007,POINT (-95.633788 43.378542)
19143_2008_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,47931,Dollars,12/31/2008,POINT (-95.633788 43.378542)
19143_2009_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,35239,Dollars,12/31/2009,POINT (-95.633788 43.378542)
19143_2010_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,37566,Dollars,12/31/2010,POINT (-95.633788 43.378542)
19143_2011_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,47390,Dollars,12/31/2011,POINT (-95.633788 43.378542)
19143_2012_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,50721,Dollars,12/31/2012,POINT (-95.633788 43.378542)
19143_2013_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,55836,Dollars,12/31/2013,POINT (-95.633788 43.378542)
19143_2014_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,55033,Dollars,12/31/2014,POINT (-95.633788 43.378542)
19143_2015_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,55341,Dollars,12/31/2015,POINT (-95.633788 43.378542)
19143_2016_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,46971,Dollars,12/31/2016,POINT (-95.633788 43.378542)
19143_2017_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,48551,Dollars,12/31/2017,POINT (-95.633788 43.378542)
19143_2018_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,49636,Dollars,12/31/2018,POINT (-95.633788 43.378542)
19143_2019_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,45753,Dollars,12/31/2019,POINT (-95.633788 43.378542)
19143_2020_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,47474,Dollars,12/31/2020,POINT (-95.633788 43.378542)
19143_2021_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,57362,Dollars,12/31/2021,POINT (-95.633788 43.378542)
19143_2022_CAINC1-3_annual,19143,Osceola,CAINC1-3,Per capita personal income,65405,Dollars,12/31/2022,POINT (-95.633788 43.378542)
19145_1997_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,21829,Dollars,12/31/1997,POINT (-95.14429 40.73909)
19145_1998_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,22023,Dollars,12/31/1998,POINT (-95.14429 40.73909)
19145_1999_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,22494,Dollars,12/31/1999,POINT (-95.14429 40.73909)
19145_2000_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,24277,Dollars,12/31/2000,POINT (-95.14429 40.73909)
19145_2001_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,23505,Dollars,12/31/2001,POINT (-95.14429 40.73909)
19145_2002_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,23632,Dollars,12/31/2002,POINT (-95.14429 40.73909)
19145_2003_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,24814,Dollars,12/31/2003,POINT (-95.14429 40.73909)
19145_2004_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,28190,Dollars,12/31/2004,POINT (-95.14429 40.73909)
19145_2005_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,28477,Dollars,12/31/2005,POINT (-95.14429 40.73909)
19145_2006_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,29288,Dollars,12/31/2006,POINT (-95.14429 40.73909)
19145_2007_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,30634,Dollars,12/31/2007,POINT (-95.14429 40.73909)
19145_2008_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,32473,Dollars,12/31/2008,POINT (-95.14429 40.73909)
19145_2009_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,33366,Dollars,12/31/2009,POINT (-95.14429 40.73909)
19145_2010_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,32823,Dollars,12/31/2010,POINT (-95.14429 40.73909)
19145_2011_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,34200,Dollars,12/31/2011,POINT (-95.14429 40.73909)
19145_2012_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,36827,Dollars,12/31/2012,POINT (-95.14429 40.73909)
19145_2013_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,37794,Dollars,12/31/2013,POINT (-95.14429 40.73909)
19145_2014_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,37734,Dollars,12/31/2014,POINT (-95.14429 40.73909)
19145_2015_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,38234,Dollars,12/31/2015,POINT (-95.14429 40.73909)
19145_2016_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,38994,Dollars,12/31/2016,POINT (-95.14429 40.73909)
19145_2017_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,38965,Dollars,12/31/2017,POINT (-95.14429 40.73909)
19145_2018_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,40555,Dollars,12/31/2018,POINT (-95.14429 40.73909)
19145_2019_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,42577,Dollars,12/31/2019,POINT (-95.14429 40.73909)
19145_2020_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,45473,Dollars,12/31/2020,POINT (-95.14429 40.73909)
19145_2021_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,52360,Dollars,12/31/2021,POINT (-95.14429 40.73909)
19145_2022_CAINC1-3_annual,19145,Page,CAINC1-3,Per capita personal income,53235,Dollars,12/31/2022,POINT (-95.14429 40.73909)
19147_1997_CAINC1-3_annual,19147,Palo Alto,CAINC1-3,Per capita personal income,23297,Dollars,12/31/1997,POINT (-94.669055 43.075337)
19147_1998_CAINC1-3_annual,19147,Palo Alto,CAINC1-3,Per capita personal income,21859,Dollars,12/31/1998,POINT (-94.669055 43.075337)
19147_1999_CAINC1-3_annual,19147,Palo Alto,CAINC1-3,Per capita personal income,22391,Dollars,12/31/1999,POINT (-94.669055 43.075337)
19147_2000_CAINC1-3_annual,19147,Palo Alto,CAINC1-3,Per capita personal income,24942,Dollars,12/31/2000,POINT (-94.669055 43.075337)
19147_2001_CAINC1-3_annual,19147,Palo Alto,CAINC1-3,Per capita personal income,24894,Dollars,12/31/2001,POINT (-94.669055 43.075337)
19147_2002_CAINC1-3_annual,19147,Palo Alto,CAINC1-3,Per capita personal income,24287,Dollars,12/31/2002,POINT (-94.669055 43.075337)
19147_2003_CAINC1-3_annual,19147,Palo Alto,CAINC1-3,Per capita personal income,26034,Dollars,12/31/2003,POINT (-94.669055 43.075337)
19147_2004_CAINC1-3_annual,19147,Palo Alto,CAINC1-3,Per capita personal income,29993,Dollars,12/31/2004,POINT (-94.669055 43.075337)
19147_2005_CAINC1-3_annual,19147,Palo Alto,CAINC1-3,Per capita personal income,31230,Dollars,12/31/2005,POINT (-94.669055 43.075337)
19147_2006_CAINC1-3_annual,19147,Palo Alto,CAINC1-3,Per capita personal income,40381,Dollars,12/31/2006,POINT (-94.669055 43.075337)
19147_2007_CAINC1-3_annual,19147,Palo Alto,CAINC1-3,Per capita personal income,44421,Dollars,12/31/2007,POINT (-94.669055 43.075337)
19147_2008_CAINC1-3_annual,19147,Palo Alto,CAINC1-3,Per capita personal income,43529,Dollars,12/31/2008,POINT (-94.669055 43.075337)
19147_2009_CAINC1-3_annual,19147,Palo Alto,CAINC1-3,Per capita personal income,35517,Dollars,12/31/2009,POINT (-94.669055 43.075337)
19147_2010_CAINC1-3_annual,19147,Palo Alto,CAINC1-3,Per capita personal income,36783,Dollars,12/31/2010,POINT (-94.669055 43.075337)
19147_2011_CAINC1-3_annual,19147,Palo Alto,CAINC1-3,Per capita personal income,45943,Dollars,12/31/2011,POINT (-94.669055 43.075337)
19147_2012_CAINC1-3_annual,19147,Palo Alto,CAINC1-3,Per capita personal income,49800,Dollars,12/31/2012,POINT (-94.669055 43.075337)
19147_2013_CAINC1-3_annual,19147,Palo Alto,CAINC1-3,Per capita personal income,56678,Dollars,12/31/2013,POINT (-94.669055 43.075337)
